uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
5151,P02,P02_08,pick up tongs,00:00:19.86,00:00:20.44,1191,1226,pick-up,0,tongs,168,['tongs'],[168]
5152,P02,P02_08,pick up burger,00:00:20.86,00:00:21.72,1251,1303,pick-up,0,burger,207,['burger'],[207]
5153,P02,P02_08,put on plate,00:00:20.88,00:00:22.33,1252,1339,put-on,1,plate,4,['plate'],[4]
5154,P02,P02_08,pick up onion rings,00:00:22.92,00:00:24.73,1375,1483,pick-up,0,ring:onion,251,['ring:onion'],[251]
5155,P02,P02_08,put on plate,00:00:24.19,00:00:25.31,1451,1518,put-on,1,plate,4,['plate'],[4]
5156,P02,P02_08,put plate down,00:00:25.61,00:00:26.99,1536,1619,put,1,plate,4,['plate'],[4]
5157,P02,P02_08,wear oven gloves,00:00:27.67,00:00:28.93,1660,1735,wear,62,glove:oven,85,['glove:oven'],[85]
5158,P02,P02_08,pick up tray,00:00:29.54,00:00:31.04,1772,1862,pick-up,0,tray,63,['tray'],[63]
5159,P02,P02_08,hold tray and,00:00:31.28,00:00:32.96,1876,1977,hold,34,tray,63,['tray'],[63]
5160,P02,P02_08,slide onion rings onto plate,00:00:34.15,00:00:45.98,2049,2758,slide,95,ring:onion,251,"['ring:onion', 'plate']","[251, 4]"
5161,P02,P02_08,hold tray and,00:00:39.04,00:00:41.07,2342,2464,hold,34,tray,63,['tray'],[63]
5162,P02,P02_08,slide potato onto plate using tongs,00:00:41.17,00:00:46.90,2470,2814,slide,95,potato,27,"['potato', 'plate', 'tongs']","[27, 4, 168]"
5163,P02,P02_08,put tray down,00:00:46.36,00:00:48.11,2781,2886,put,1,tray,63,['tray'],[63]
5164,P02,P02_08,put tongs down,00:00:47.87,00:00:49.01,2872,2940,put,1,tongs,168,['tongs'],[168]
5165,P02,P02_08,remove glove,00:00:49.31,00:00:50.67,2958,3040,remove,10,glove,85,['glove'],[85]
5166,P02,P02_08,open drawer,00:00:53.51,00:00:54.58,3210,3274,open,2,drawer,9,['drawer'],[9]
5167,P02,P02_08,get knife,00:00:54.68,00:00:55.93,3280,3355,get,0,knife,5,['knife'],[5]
5168,P02,P02_08,get fork,00:00:56.03,00:00:56.86,3361,3411,get,0,fork,18,['fork'],[18]
5169,P02,P02_08,close drawer,00:00:56.96,00:00:58.04,3417,3482,close,3,drawer,9,['drawer'],[9]
5170,P02,P02_08,put knife,00:01:00.55,00:01:01.43,3633,3685,put,1,knife,5,['knife'],[5]
5171,P02,P02_08,put fork,00:01:01.33,00:01:02.70,3679,3762,put,1,fork,18,['fork'],[18]
5172,P02,P02_08,pick up plate,00:01:02.69,00:01:05.51,3761,3930,pick-up,0,plate,4,['plate'],[4]
5173,P02,P02_09,open cupboard,00:00:03.23,00:00:04.21,193,252,open,2,cupboard,8,['cupboard'],[8]
5174,P02,P02_09,get plastic bowl,00:00:04.09,00:00:08.18,245,490,get,0,bowl:plastic,6,['bowl:plastic'],[6]
5175,P02,P02_09,close cupboard,00:00:08.39,00:00:09.38,503,562,close,3,cupboard,8,['cupboard'],[8]
5176,P02,P02_09,put bowl,00:00:11.92,00:00:13.11,715,786,put,1,bowl,6,['bowl'],[6]
5177,P02,P02_09,open cupboard,00:00:15.92,00:00:16.61,955,996,open,2,cupboard,8,['cupboard'],[8]
5178,P02,P02_09,get flour,00:00:17.21,00:00:19.44,1032,1166,get,0,flour,93,['flour'],[93]
5179,P02,P02_09,get yeast,00:00:19.89,00:00:21.16,1193,1269,get,0,yeast,191,['yeast'],[191]
5180,P02,P02_09,put yeast,00:00:23.54,00:00:24.14,1412,1448,put,1,yeast,191,['yeast'],[191]
5181,P02,P02_09,put flour,00:00:24.59,00:00:25.84,1475,1550,put,1,flour,93,['flour'],[93]
5182,P02,P02_09,get salt,00:00:28.44,00:00:29.44,1706,1766,get,0,salt,31,['salt'],[31]
5183,P02,P02_09,get oil,00:00:28.69,00:00:32.87,1721,1972,get,0,oil,24,['oil'],[24]
5184,P02,P02_09,put salt,00:00:31.79,00:00:33.00,1907,1980,put,1,salt,31,['salt'],[31]
5185,P02,P02_09,put olive oil,00:00:31.79,00:00:32.31,1907,1938,put,1,oil:olive,24,['oil:olive'],[24]
5186,P02,P02_09,pick olive oil,00:00:34.47,00:00:35.12,2068,2107,pick,0,oil:olive,24,['oil:olive'],[24]
5187,P02,P02_09,search for another olive oil,00:00:37.63,00:00:43.09,2257,2585,search-for,38,oil:olive,24,['oil:olive'],[24]
5188,P02,P02_09,open olive oil,00:00:43.59,00:00:57.23,2615,3433,open,2,oil:olive,24,['oil:olive'],[24]
5189,P02,P02_09,remove cover from olive oil bottle,00:00:47.27,00:00:55.18,2836,3310,remove-from,10,bottle:oil,28,['bottle:oil'],[28]
5190,P02,P02_09,open trash can,00:00:57.78,00:00:59.23,3466,3553,open,2,trash,108,"['trash', 'can']","[108, 87]"
5191,P02,P02_09,throw cover,00:00:59.23,00:01:00.10,3553,3606,throw,8,cover,102,['cover'],[102]
5192,P02,P02_09,close trash can,00:00:59.95,00:01:00.58,3597,3634,close,3,trash,108,"['trash', 'can']","[108, 87]"
5193,P02,P02_09,open drawer,00:01:06.00,00:01:06.91,3960,4014,open,2,drawer,9,['drawer'],[9]
5194,P02,P02_09,get two spoons,00:01:07.15,00:01:08.77,4029,4126,get,0,spoon,7,['spoon'],[7]
5195,P02,P02_09,get three spoons,00:01:08.75,00:01:10.62,4125,4237,get,0,spoon,7,['spoon'],[7]
5196,P02,P02_09,close drawer,00:01:11.53,00:01:12.41,4291,4344,close,3,drawer,9,['drawer'],[9]
5197,P02,P02_09,get sugar,00:01:14.09,00:01:15.10,4445,4506,get,0,sugar,103,['sugar'],[103]
5198,P02,P02_09,put sugar,00:01:15.61,00:01:16.29,4536,4577,put,1,sugar,103,['sugar'],[103]
5199,P02,P02_09,pick up kettle,00:01:19.05,00:01:20.05,4743,4803,pick-up,0,kettle,38,['kettle'],[38]
5200,P02,P02_09,open kettle,00:01:20.40,00:01:21.43,4824,4885,open,2,kettle,38,['kettle'],[38]
5201,P02,P02_09,open tap,00:01:21.60,00:01:22.79,4896,4967,open,2,tap,3,['tap'],[3]
5202,P02,P02_09,hold kettle,00:01:22.80,00:01:23.67,4968,5020,hold,34,kettle,38,['kettle'],[38]
5203,P02,P02_09,fill kettle with water,00:01:23.29,00:01:24.94,4997,5096,fill,24,kettle,38,"['kettle', 'water']","[38, 17]"
5204,P02,P02_09,close tap,00:01:24.93,00:01:25.49,5095,5129,close,3,tap,3,['tap'],[3]
5205,P02,P02_09,close kettle,00:01:25.59,00:01:26.30,5135,5178,close,3,kettle,38,['kettle'],[38]
5206,P02,P02_09,put kettle,00:01:27.65,00:01:29.55,5259,5373,put,1,kettle,38,['kettle'],[38]
5207,P02,P02_09,switch kettle on,00:01:29.36,00:01:30.48,5361,5428,switch,70,kettle,38,['kettle'],[38]
5208,P02,P02_09,open cupboard,00:01:32.16,00:01:33.54,5529,5612,open,2,cupboard,8,['cupboard'],[8]
5209,P02,P02_09,get two glasses,00:01:33.44,00:01:36.88,5606,5812,get,0,glass,16,['glass'],[16]
5210,P02,P02_09,close cupboard,00:01:35.79,00:01:36.29,5747,5777,close,3,cupboard,8,['cupboard'],[8]
5211,P02,P02_09,put one glass inside bowl,00:01:38.12,00:01:38.78,5887,5926,put,1,glass,16,"['glass', 'bowl']","[16, 6]"
5212,P02,P02_09,put one glass down,00:01:39.24,00:01:39.83,5954,5989,put,1,glass,16,['glass'],[16]
5213,P02,P02_09,pick up flour,00:01:39.72,00:01:40.58,5983,6034,pick-up,0,flour,93,['flour'],[93]
5214,P02,P02_09,open flour,00:01:40.68,00:01:41.67,6040,6100,open,2,flour,93,['flour'],[93]
5215,P02,P02_09,pour flour into cup,00:01:43.13,00:01:48.51,6187,6510,pour,7,flour,93,"['flour', 'cup']","[93, 23]"
5216,P02,P02_09,empty flour cup into bowl,00:01:50.22,00:01:51.72,6613,6703,empty,18,cup:flour,23,"['cup:flour', 'bowl']","[23, 6]"
5217,P02,P02_09,put cup,00:01:51.49,00:01:52.24,6689,6734,put,1,cup,23,['cup'],[23]
5218,P02,P02_09,put flour into cup,00:01:52.59,00:02:00.09,6755,7205,put,1,flour,93,"['flour', 'cup']","[93, 23]"
5219,P02,P02_09,pour flour into cup,00:01:53.09,00:01:59.46,6785,7167,pour,7,flour,93,"['flour', 'cup']","[93, 23]"
5220,P02,P02_09,pour flower into cup,00:01:53.79,00:01:59.90,6827,7194,pour,7,flour,93,['flour'],"[93, 23]"
5221,P02,P02_09,pick cup,00:02:00.40,00:02:01.21,7224,7272,pick,0,cup,23,['cup'],[23]
5222,P02,P02_09,empty flour into bowl,00:02:00.78,00:02:02.00,7246,7320,empty,18,flour,93,"['flour', 'bowl']","[93, 6]"
5223,P02,P02_09,put cup down,00:02:03.17,00:02:04.67,7390,7480,put,1,cup,23,['cup'],[23]
5224,P02,P02_09,close flour,00:02:05.02,00:02:09.77,7501,7786,close,3,flour,93,['flour'],[93]
5225,P02,P02_09,put flour down,00:02:09.29,00:02:11.37,7757,7882,put,1,flour,93,['flour'],[93]
5226,P02,P02_09,pick up spoon,00:02:11.47,00:02:12.72,7888,7963,pick-up,0,spoon,7,['spoon'],[7]
5227,P02,P02_09,open sugar jar,00:02:12.47,00:02:13.64,7948,8018,open,2,jar:sugar,60,['jar:sugar'],[60]
5229,P02,P02_09,put one spoon two spoons of sugar into bowl,00:02:15.74,00:02:19.63,8144,8377,put,1,spoon,7,"['spoon', 'spoon', 'sugar', 'bowl']","[7, 7, 103, 6]"
5230,P02,P02_09,put sugar jar,00:02:19.90,00:02:21.32,8394,8479,put,1,jar:sugar,60,['jar:sugar'],[60]
5231,P02,P02_09,close sugar jar,00:02:21.17,00:02:22.31,8470,8538,close,3,jar:sugar,60,['jar:sugar'],[60]
5232,P02,P02_09,put spoon,00:02:22.48,00:02:23.04,8548,8582,put,1,spoon,7,['spoon'],[7]
5233,P02,P02_09,put salt,00:02:23.00,00:02:33.36,8580,9201,put,1,salt,31,['salt'],[31]
5234,P02,P02_09,pick up salt,00:02:23.14,00:02:24.10,8588,8646,pick-up,0,salt,31,['salt'],[31]
5235,P02,P02_09,pick up spoon,00:02:23.49,00:02:24.89,8609,8693,pick-up,0,spoon,7,['spoon'],[7]
5236,P02,P02_09,pour salt into spoon,00:02:25.24,00:02:31.62,8714,9097,pour,7,salt,31,"['salt', 'spoon']","[31, 7]"
5237,P02,P02_09,empty spoon in bowl,00:02:31.72,00:02:32.25,9103,9135,empty,18,spoon,7,"['spoon', 'bowl']","[7, 6]"
5238,P02,P02_09,put spoon,00:02:33.05,00:02:34.16,9183,9249,put,1,spoon,7,['spoon'],[7]
5239,P02,P02_09,pick up yeast,00:02:34.33,00:02:35.71,9259,9342,pick-up,0,yeast,191,['yeast'],[191]
5240,P02,P02_09,read yeast recipe,00:02:35.36,00:02:37.88,9321,9472,read,50,recipe:yeast,307,['recipe:yeast'],[307]
5241,P02,P02_09,open yeast,00:02:38.12,00:02:40.26,9487,9615,open,2,yeast,191,['yeast'],[191]
5242,P02,P02_09,open yeast can,00:02:40.83,00:02:47.06,9649,10023,open,2,yeast,191,['yeast'],[191]
5243,P02,P02_09,open trash bin,00:02:49.80,00:02:50.56,10188,10233,open,2,bin:trash,25,['bin:trash'],[25]
5244,P02,P02_09,throw can cover,00:02:50.75,00:02:51.58,10245,10294,throw,8,can,87,['can'],[87]
5245,P02,P02_09,close trash bin,00:02:51.53,00:02:52.06,10291,10323,close,3,bin:trash,25,['bin:trash'],[25]
5246,P02,P02_09,pick up spoon,00:02:52.97,00:02:53.98,10378,10438,pick-up,0,spoon,7,['spoon'],[7]
5247,P02,P02_09,scoop yeast,00:02:53.99,00:02:57.65,10439,10659,scoop,19,yeast,191,['yeast'],[191]
5248,P02,P02_09,put yeast in bowl,00:02:57.55,00:02:59.92,10653,10795,put,1,yeast,191,"['yeast', 'bowl']","[191, 6]"
5249,P02,P02_09,mix flour and yeast in bowl using spoon,00:02:59.35,00:03:02.21,10761,10932,mix,6,flour,93,"['flour', 'yeast', 'bowl', 'spoon']","[93, 191, 6, 7]"
5250,P02,P02_09,mix flour,00:03:02.73,00:03:09.11,10963,11346,mix,6,flour,93,['flour'],[93]
5251,P02,P02_09,pick up olive oil,00:03:08.65,00:03:10.21,11319,11412,pick-up,0,oil:olive,24,['oil:olive'],[24]
5252,P02,P02_09,pick up spoon,00:03:12.79,00:03:14.18,11567,11650,pick-up,0,spoon,7,['spoon'],[7]
5253,P02,P02_09,put spoon,00:03:14.74,00:03:15.56,11684,11733,put,1,spoon,7,['spoon'],[7]
5254,P02,P02_09,open olive oil bottle,00:03:16.56,00:03:22.11,11793,12126,open,2,bottle:oil,28,['bottle:oil'],[28]
5255,P02,P02_09,remove cap from olive oil bottle,00:03:20.51,00:03:21.79,12030,12107,remove,10,cap,164,"['cap', 'bottle:oil']","[164, 28]"
5256,P02,P02_09,throw cap,00:03:22.29,00:03:23.31,12137,12198,throw,8,cap,164,['cap'],[164]
5257,P02,P02_09,open trash bin,00:03:22.62,00:03:23.35,12157,12201,open,2,bin:trash,25,['bin:trash'],[25]
5258,P02,P02_09,close trash bin,00:03:23.13,00:03:23.96,12187,12237,close,3,bin:trash,25,['bin:trash'],[25]
5259,P02,P02_09,pick up olive oil,00:03:24.11,00:03:24.92,12246,12295,pick-up,0,oil:olive,24,['oil:olive'],[24]
5260,P02,P02_09,pour olive oil in spoon,00:03:26.32,00:03:28.65,12379,12519,pour,7,oil:olive,24,"['oil:olive', 'spoon']","[24, 7]"
5261,P02,P02_09,pour spoon,00:03:28.73,00:03:29.84,12523,12590,pour,7,spoon,7,['spoon'],[7]
5262,P02,P02_09,pour olive oil,00:03:29.64,00:03:32.08,12578,12724,pour,7,oil:olive,24,['oil:olive'],[24]
5263,P02,P02_09,pour olive oil,00:03:32.18,00:03:33.29,12730,12797,pour,7,oil:olive,24,['oil:olive'],[24]
5264,P02,P02_09,pick up glass,00:03:36.05,00:03:37.11,12963,13026,pick-up,0,glass,16,['glass'],[16]
5265,P02,P02_09,pick up kettle,00:03:39.27,00:03:40.55,13156,13233,pick-up,0,kettle,38,['kettle'],[38]
5266,P02,P02_09,fill glass,00:03:39.58,00:03:43.48,13174,13408,fill,24,glass,16,['glass'],[16]
5267,P02,P02_09,empty water into glass,00:03:40.47,00:03:43.42,13228,13405,empty,18,water,17,"['water', 'glass']","[17, 16]"
5268,P02,P02_09,put glass,00:03:44.96,00:03:48.68,13497,13720,put,1,glass,16,['glass'],[16]
5273,P02,P02_09,hold kettle,00:04:16.77,00:04:20.32,15406,15619,hold,34,kettle,38,['kettle'],[38]
5274,P02,P02_09,pick up kettle,00:04:20.10,00:04:22.26,15606,15735,pick-up,0,kettle,38,['kettle'],[38]
5275,P02,P02_09,pour hot water in glass from kettle,00:04:22.75,00:04:27.18,15765,16030,pour,7,water:hot,17,"['water:hot', 'glass', 'kettle']","[17, 16, 38]"
5276,P02,P02_09,put kettle down,00:04:27.42,00:04:29.70,16045,16182,put,1,kettle,38,['kettle'],[38]
5277,P02,P02_09,pick up glass,00:04:29.44,00:04:34.94,16166,16496,pick-up,0,glass,16,['glass'],[16]
5278,P02,P02_09,pour water into bowl,00:04:34.54,00:04:37.28,16472,16636,pour,7,water,17,"['water', 'bowl']","[17, 6]"
5279,P02,P02_09,put glass down,00:04:38.89,00:04:40.14,16733,16808,put,1,glass,16,['glass'],[16]
5280,P02,P02_09,mix bowl,00:04:40.42,00:04:44.27,16825,17056,mix,6,bowl,6,['bowl'],[6]
5281,P02,P02_09,mix mixture into bowl,00:04:44.63,00:04:50.04,17077,17402,mix,6,mixture,64,"['mixture', 'bowl']","[64, 6]"
5282,P02,P02_09,mix mixture in bowl using spoon,00:04:53.08,00:04:58.20,17584,17892,mix,6,mixture,64,"['mixture', 'bowl', 'spoon']","[64, 6, 7]"
5283,P02,P02_09,still mixing mixture,00:04:54.44,00:05:01.85,17666,18111,mix,6,mixture,64,['mixture'],[64]
5284,P02,P02_09,still mixing mixture,00:05:02.58,00:05:07.16,18154,18429,mix,6,mixture,64,['mixture'],[64]
5285,P02,P02_09,remove remainder of mixture from spoon,00:05:07.66,00:05:12.24,18459,18734,remove,10,mixture,64,['mixture'],"[64, 64, 7]"
5286,P02,P02_09,mix mixture using hand,00:05:12.18,00:05:30.99,18730,19859,mix,6,mixture,64,"['mixture', 'hand']","[64, 12]"
5287,P02,P02_09,mixing mixture using hand,00:05:17.74,00:05:31.41,19064,19884,mix,6,mixture,64,"['mixture', 'hand']","[64, 12]"
5288,P02,P02_09,open flour,00:05:31.51,00:05:35.37,19890,20122,open,2,flour,93,['flour'],[93]
5289,P02,P02_09,get extra flour using hand,00:05:35.45,00:05:38.90,20127,20334,get,0,flour:extra,93,"['flour:extra', 'hand']","[93, 12]"
5290,P02,P02_09,mix mixture using hand,00:05:39.87,00:06:13.97,20392,22438,mix,6,mixture,64,"['mixture', 'hand']","[64, 12]"
5291,P02,P02_09,still mixing mixture using hand in bowl,00:06:00.75,00:06:15.03,21645,22501,mix,6,mixture,64,"['mixture', 'hand', 'bowl']","[64, 12, 6]"
5292,P02,P02_09,still mixing dough,00:06:15.13,00:06:23.22,22507,22993,mix,6,dough,48,['dough'],[48]
5293,P02,P02_09,pick up flour with left hand,00:06:23.70,00:06:26.27,23022,23176,pick-up,0,flour,93,"['flour', 'hand:left']","[93, 12]"
5294,P02,P02_09,add flour to mix,00:06:26.66,00:06:29.95,23199,23397,add,25,flour,93,['flour'],[93]
5295,P02,P02_09,and continue mixing,00:06:30.70,00:06:40.98,23442,24058,mix,6,flour,93,['flour'],[93]
5296,P02,P02_09,mix mixture using hand in bowl,00:06:38.45,00:07:09.61,23907,25776,mix,6,mixture,64,"['mixture', 'hand', 'bowl']","[64, 12, 6]"
5297,P02,P02_09,pick up olive oil,00:07:08.68,00:07:10.05,25720,25803,pick-up,0,oil:olive,24,['oil:olive'],[24]
5298,P02,P02_09,add olive to bowl,00:07:10.15,00:07:11.36,25809,25881,add,25,olive,83,['olive'],[83]
5299,P02,P02_09,pick up mixture,00:07:13.65,00:07:20.69,26019,26441,pick-up,0,mixture,64,['mixture'],[64]
5300,P02,P02_09,form mixture into bowl,00:07:20.76,00:07:24.24,26445,26654,form,56,mixture,64,"['mixture', 'bowl']","[64, 6]"
5301,P02,P02_09,add olive oil,00:07:23.25,00:07:24.20,26595,26652,add,25,oil:olive,24,['oil:olive'],[24]
5302,P02,P02_09,form mixture using two hands into bowl,00:07:24.54,00:07:36.56,26672,27393,form,56,mixture,64,"['mixture', 'hand', 'bowl']","[64, 12, 6]"
5303,P02,P02_09,pick up mixture,00:07:37.43,00:07:46.64,27445,27998,pick-up,0,mixture,64,['mixture'],[64]
5304,P02,P02_09,spread olive oil,00:07:47.29,00:07:49.47,28037,28168,spread,36,oil:olive,24,['oil:olive'],[24]
5305,P02,P02_09,add olive oil to surface,00:07:49.51,00:07:50.53,28170,28231,add,25,oil:olive,24,"['oil:olive', 'surface']","[24, 78]"
5306,P02,P02_09,form bowl from mixture,00:07:50.22,00:08:10.32,28213,29419,form,56,bowl,6,"['bowl', 'mixture']","[6, 64]"
5307,P02,P02_09,spread olive oil,00:07:53.02,00:07:54.29,28381,28457,spread,36,oil:olive,24,['oil:olive'],[24]
5308,P02,P02_09,put mixture back into bowl,00:08:10.42,00:08:16.21,29425,29772,put,1,mixture,64,"['mixture', 'bowl']","[64, 6]"
5309,P02,P02_09,pick up olive oil,00:08:16.51,00:08:18.11,29790,29886,pick-up,0,oil:olive,24,['oil:olive'],[24]
5310,P02,P02_09,pour olive oil into hand,00:08:17.88,00:08:19.28,29872,29956,pour,7,oil:olive,24,"['oil:olive', 'hand']","[24, 12]"
5311,P02,P02_09,spread olive oil on top of mixture,00:08:19.38,00:08:27.17,29962,30430,spread,36,oil:olive,24,"['oil:olive', 'top', 'mixture']","[24, 78, 64]"
5312,P02,P02_09,clear hand,00:08:28.24,00:08:32.19,30494,30731,clear,35,hand,12,['hand'],[12]
5313,P02,P02_09,pick up mixture from bowl,00:08:33.64,00:08:35.48,30818,30928,pick-up,0,mixture,64,"['mixture', 'bowl']","[64, 6]"
5314,P02,P02_09,put down mixture into bowl,00:08:44.71,00:08:46.41,31482,31584,put-down,1,mixture,64,"['mixture', 'bowl']","[64, 6]"
5315,P02,P02_09,clear hand,00:08:48.32,00:08:54.98,31699,32098,clear,35,hand,12,['hand'],[12]
5316,P02,P02_09,still clearing hand,00:08:57.56,00:09:08.62,32253,32917,clear,35,hand,12,['hand'],[12]
5317,P02,P02_09,open tap,00:09:12.63,00:09:15.38,33157,33322,open,2,tap,3,['tap'],[3]
5318,P02,P02_09,wash hands,00:09:15.23,00:09:17.96,33313,33477,wash,4,hand,12,['hand'],[12]
5319,P02,P02_09,still washing hands,00:09:17.50,00:09:31.61,33450,34296,wash,4,hand,12,['hand'],[12]
5320,P02,P02_09,pick up washing liquid,00:09:31.92,00:09:32.75,34315,34365,pick-up,0,liquid:washing,70,['liquid:washing'],[70]
5321,P02,P02_09,pour washing liquid into hand,00:09:33.02,00:09:34.37,34381,34462,pour,7,liquid:washing,70,"['liquid:washing', 'hand']","[70, 12]"
5322,P02,P02_09,washing hands,00:09:35.05,00:09:45.80,34503,35148,wash,4,hand,12,['hand'],[12]
5323,P02,P02_09,close tap,00:09:44.64,00:09:45.72,35078,35143,close,3,tap,3,['tap'],[3]
5324,P02,P02_09,pick up towel,00:09:47.46,00:09:50.46,35247,35427,pick-up,0,towel,65,['towel'],[65]
5325,P02,P02_09,dry hands,00:09:50.81,00:09:54.31,35448,35658,dry,11,hand,12,['hand'],[12]
5326,P02,P02_09,open drawer,00:09:57.41,00:09:58.91,35844,35934,open,2,drawer,9,['drawer'],[9]
5327,P02,P02_09,get towel,00:09:59.16,00:10:00.63,35949,36037,get,0,towel,65,['towel'],[65]
5328,P02,P02_09,search towel,00:10:00.40,00:10:02.24,36024,36134,search,38,towel,65,['towel'],[65]
5329,P02,P02_09,get towel,00:10:02.09,00:10:03.14,36125,36188,get,0,towel,65,['towel'],[65]
5330,P02,P02_09,close drawer,00:10:03.24,00:10:04.57,36194,36274,close,3,drawer,9,['drawer'],[9]
5331,P02,P02_09,cover bowl using towel,00:10:06.90,00:10:12.38,36414,36742,cover,28,bowl,6,"['bowl', 'towel']","[6, 65]"
5332,P02,P02_09,cover bowl using towel,00:10:15.91,00:10:21.34,36954,37280,cover,28,bowl,6,"['bowl', 'towel']","[6, 65]"
5333,P02,P02_09,move yeast can,00:10:16.47,00:10:17.41,36988,37044,move,9,yeast,191,['yeast'],[191]
5334,P02,P02_09,cover bowl using towel,00:10:17.77,00:10:21.27,37066,37276,cover,28,bowl,6,"['bowl', 'towel']","[6, 65]"
5335,P02,P02_09,pick up bowl,00:10:21.14,00:10:22.61,37268,37356,pick-up,0,bowl,6,['bowl'],[6]
5336,P02,P02_09,open oven,00:10:29.07,00:10:30.46,37744,37827,open,2,oven,56,['oven'],[56]
5337,P02,P02_09,pull drawer,00:10:31.23,00:10:33.00,37873,37980,pull,54,drawer,9,['drawer'],[9]
5338,P02,P02_09,return drawer,00:10:32.76,00:10:34.55,37965,38073,return,1,drawer,9,['drawer'],[9]
5339,P02,P02_09,put bowl into oven,00:10:34.65,00:10:39.88,38079,38392,put,1,bowl,6,"['bowl', 'oven']","[6, 56]"
5340,P02,P02_09,push drawer,00:10:39.98,00:10:41.98,38398,38518,push,23,drawer,9,['drawer'],[9]
5341,P02,P02_09,close oven,00:10:42.08,00:10:43.22,38524,38593,close,3,oven,56,['oven'],[56]
5342,P02,P02_09,set timer,00:10:45.04,00:10:54.81,38702,39288,set,41,timer,151,['timer'],[151]
5343,P02,P02_09,open fridge,00:10:58.94,00:10:59.70,39536,39582,open,2,fridge,10,['fridge'],[10]
5344,P02,P02_09,get meat,00:11:00.06,00:11:01.45,39603,39687,get,0,meat,26,['meat'],[26]
5345,P02,P02_09,put down meat,00:11:05.13,00:11:05.76,39907,39945,put-down,1,meat,26,['meat'],[26]
5346,P02,P02_09,put pan,00:11:07.79,00:11:09.46,40067,40167,put,1,pan,1,['pan'],[1]
5347,P02,P02_09,pick up pan,00:11:08.06,00:11:08.70,40083,40122,pick-up,0,pan,1,['pan'],[1]
5348,P02,P02_09,pick up chopping board,00:11:10.72,00:11:12.28,40243,40336,pick-up,0,board:chopping,19,['board:chopping'],[19]
5349,P02,P02_09,pick up knife,00:11:13.48,00:11:14.27,40408,40456,pick-up,0,knife,5,['knife'],[5]
5350,P02,P02_09,put chopping board and knife,00:11:16.57,00:11:19.46,40594,40767,put,1,board:chopping,19,"['board:chopping', 'knife']","[19, 5]"
5351,P02,P02_09,pick up two spoons,00:11:20.22,00:11:21.69,40813,40901,pick-up,0,spoon,7,['spoon'],[7]
5352,P02,P02_09,close olive oil bottle,00:11:22.59,00:11:24.17,40955,41050,close,3,bottle:oil,28,['bottle:oil'],[28]
5353,P02,P02_09,move olive oil bottle,00:11:24.20,00:11:26.02,41052,41161,move,9,bottle:oil,28,['bottle:oil'],[28]
5354,P02,P02_09,pick up two glasses,00:11:26.47,00:11:27.63,41188,41257,pick-up,0,glass,16,['glass'],[16]
5355,P02,P02_09,put glasses and spoon next to sink,00:11:29.69,00:11:31.96,41381,41517,put,1,glass,16,['glass'],[16]
5356,P02,P02_09,pick up flour,00:11:33.90,00:11:38.61,41634,41916,pick-up,0,flour,93,['flour'],[93]
5357,P02,P02_09,close flour,00:11:34.28,00:11:38.16,41656,41889,close,3,flour,93,['flour'],[93]
5358,P02,P02_09,pick up salt,00:11:38.57,00:11:39.91,41914,41994,pick-up,0,salt,31,['salt'],[31]
5359,P02,P02_09,put salt,00:11:40.85,00:11:42.80,42051,42168,put,1,salt,31,['salt'],[31]
5360,P02,P02_09,open cupboard,00:11:42.87,00:11:43.93,42172,42235,open,2,cupboard,8,['cupboard'],[8]
5361,P02,P02_09,put flour,00:11:44.03,00:11:46.29,42241,42377,put,1,flour,93,['flour'],[93]
5362,P02,P02_09,close cupboard,00:11:46.31,00:11:47.14,42378,42428,close,3,cupboard,8,['cupboard'],[8]
5363,P02,P02_09,pick up can yeast,00:11:49.11,00:11:50.15,42546,42609,pick-up,0,can,87,['can'],[87]
5364,P02,P02_09,close can yeast,00:11:50.25,00:11:51.45,42615,42687,close,3,can,87,['can'],[87]
5365,P02,P02_09,pick up sugar jar,00:11:51.52,00:11:52.52,42691,42751,pick-up,0,jar:sugar,60,['jar:sugar'],[60]
5366,P02,P02_09,put sugar jar,00:11:52.70,00:11:53.25,42762,42795,put,1,jar:sugar,60,['jar:sugar'],[60]
5367,P02,P02_09,open cupboard,00:11:54.62,00:11:55.24,42877,42914,open,2,cupboard,8,['cupboard'],[8]
5368,P02,P02_09,put can yeast,00:11:55.37,00:11:56.62,42922,42997,put,1,yeast,191,['yeast'],[191]
5369,P02,P02_09,close cupboards,00:11:56.47,00:11:57.22,42988,43033,close,3,cupboard,8,['cupboard'],[8]
5370,P02,P02_09,pick up sponge,00:11:58.18,00:11:59.32,43090,43159,pick-up,0,sponge,21,['sponge'],[21]
5371,P02,P02_09,open tap,00:12:00.17,00:12:02.92,43210,43375,open,2,tap,3,['tap'],[3]
5372,P02,P02_09,clean surface,00:12:06.98,00:12:13.52,43618,44011,clean,4,surface,78,['surface'],[78]
5373,P02,P02_09,open trash bin,00:12:17.69,00:12:19.19,44261,44351,open,2,bin:trash,25,['bin:trash'],[25]
5374,P02,P02_09,open tap,00:12:20.47,00:12:22.29,44428,44537,open,2,tap,3,['tap'],[3]
