participant_id,video_id,start_timestamp,stop_timestamp,narration
P04,P04_08,00:00:45.320,00:00:47.339,pour raisins
P04,P04_08,00:00:47.339,00:00:52.760,put away raisins
P04,P04_08,00:00:52.760,00:00:54.409,open fridge
P04,P04_08,00:00:54.409,00:00:55.409,pick up yogurt
P04,P04_08,00:00:55.409,00:00:58.249,open drawer
P04,P04_08,00:00:58.249,00:01:01.350,pick up spoon
P04,P04_08,00:01:01.350,00:01:11.729,spoon yogurt into bowl
P04,P04_08,00:01:11.729,00:01:16.240,open fridge
P04,P04_08,00:01:16.240,00:01:20.960,put away yogurt
P04,P04_08,00:01:20.960,00:01:21.729,pick up bowl
P04,P04_09,00:00:00.979,00:00:12.809,pick up sushi mat
P04,P04_09,00:00:12.809,00:00:20.530,put away
P04,P04_09,00:00:20.530,00:00:28.250,empty dishwasher
P04,P04_09,00:00:28.250,00:00:32.800,still emptying dishwasher
P04,P04_09,00:00:32.800,00:00:42.950,put away bowl
P04,P04_09,00:00:42.950,00:00:49.710,open cupboard
P04,P04_09,00:00:49.710,00:00:59.870,put away pan
P04,P04_09,00:00:59.870,00:01:00.880,pick up rice cooker bowl
P04,P04_09,00:01:00.880,00:01:01.880,dry rice cooker bowl
P04,P04_09,00:01:01.880,00:01:08.550,put in rice cooker
P04,P04_09,00:01:08.550,00:01:12.760,pick up tupperware
P04,P04_09,00:01:12.760,00:01:13.900,put tupperware in cupboard
P04,P04_09,00:01:13.900,00:01:22.950,pick up mug
P04,P04_09,00:01:22.950,00:01:25.070,put in cupboard
P04,P04_09,00:01:25.070,00:01:27.120,pick up spatula
P04,P04_09,00:01:27.120,00:01:29.030,put in drawer
P04,P04_09,00:01:29.030,00:01:30.200,pick up plates
P04,P04_09,00:01:30.200,00:01:33.110,put in cupboard
P04,P04_09,00:01:33.110,00:01:34.110,pick up plate
P04,P04_09,00:01:34.110,00:01:35.110,put in cupboard
P04,P04_09,00:01:35.110,00:01:42.310,dry floor
P04,P04_09,00:01:42.310,00:01:43.310,pick up lid
P04,P04_09,00:01:43.310,00:01:48.480,put on rice cooker
P04,P04_09,00:01:48.480,00:01:50.060,pick up cutlery
P04,P04_09,00:01:50.060,00:02:28.590,put cutlery away in drawer
P04,P04_09,00:02:28.590,00:02:51.260,load dishwasher
P04,P04_09,00:02:51.260,00:03:24.299,still loading dishwasher
P04,P04_09,00:03:24.299,00:03:46.889,still loading dishwasher
P04,P04_09,00:03:46.889,00:03:53.510,scrape chopping board
P04,P04_09,00:03:53.510,00:04:20.600,wash up chopping board
P04,P04_09,00:04:20.600,00:04:51.410,still washing chopping board
P04,P04_09,00:04:51.410,00:05:29.080,still washing chopping board
P04,P04_09,00:05:29.080,00:06:06.530,dry chopping board
P04,P04_09,00:06:06.530,00:06:10.750,clean counter
P04,P04_09,00:06:10.750,00:06:21.310,wash measuring jug
P04,P04_10,00:00:03.879,00:00:04.879,pick up spatula
P04,P04_10,00:00:04.879,00:00:07.900,put in dishwasher
P04,P04_10,00:00:07.900,00:00:17.529,pick up pan
P04,P04_10,00:00:17.529,00:00:36.090,drain sink
P04,P04_10,00:00:36.090,00:00:54.640,wash pan
P04,P04_10,00:00:54.640,00:01:22.469,still washing pan
P04,P04_10,00:01:22.469,00:01:50.299,still washing pan
P04,P04_10,00:01:50.299,00:02:18.140,still washing pan
P04,P04_10,00:02:18.140,00:02:22.910,drain sink
P04,P04_10,00:02:22.910,00:02:32.870,clean sink catcher
P04,P04_10,00:02:32.870,00:02:53.400,wash sink catcher
P04,P04_10,00:02:53.400,00:03:15.210,dry pan
P04,P04_10,00:03:15.210,00:03:17.420,put pan on hob
P04,P04_10,00:03:17.420,00:03:19.540,turn on hob
P04,P04_10,00:03:19.540,00:03:20.540,pick up chicken
P04,P04_10,00:03:20.540,00:03:24.100,turn up hob
P04,P04_10,00:03:24.100,00:03:26.110,pour oil
P04,P04_10,00:03:26.110,00:03:34.100,open cupboard
P04,P04_10,00:03:34.100,00:03:37.100,pick up onion
P04,P04_10,00:03:37.100,00:03:50.050,decide if want another onion
P04,P04_10,00:03:50.050,00:03:57.819,put down onion
P04,P04_10,00:03:57.819,00:04:03.000,dice onion
P04,P04_10,00:04:03.000,00:04:08.180,peel onion
P04,P04_10,00:04:08.180,00:04:13.360,peel onion
P04,P04_10,00:04:13.360,00:04:19.259,put onion skin in food bin
P04,P04_10,00:04:19.259,00:04:44.900,slice onion
P04,P04_10,00:04:44.900,00:04:58.180,put onion into pan
P04,P04_10,00:04:58.180,00:05:07.370,open cupboard
P04,P04_10,00:05:07.370,00:05:16.560,open drawer
P04,P04_10,00:05:16.560,00:05:21.540,open drawer
P04,P04_10,00:05:21.540,00:05:24.180,pick up spatula
P04,P04_10,00:05:24.180,00:05:25.380,stir onions
P04,P04_10,00:05:25.380,00:05:32.760,open cupboard of the fridge
P04,P04_10,00:05:32.760,00:05:33.760,pick up celery
P04,P04_10,00:05:33.760,00:05:36.110,open drawer
P04,P04_10,00:05:36.110,00:05:39.060,open drawer
P04,P04_10,00:05:39.060,00:05:42.460,pick up peppers
P04,P04_10,00:05:42.460,00:05:45.770,close drawer
P04,P04_10,00:05:45.770,00:05:49.080,close fridge
P04,P04_10,00:05:49.080,00:05:55.700,open packet of peppers
P04,P04_10,00:05:55.700,00:06:00.340,pick up pepper
P04,P04_10,00:06:00.340,00:06:01.340,put away pepper
P04,P04_10,00:06:01.340,00:06:11.560,slice pepper
P04,P04_10,00:06:11.560,00:06:37.810,cut pith out of pepper
P04,P04_10,00:06:37.810,00:06:39.550,slice pepper into chunks
P04,P04_10,00:06:39.550,00:07:07.960,slice pepper
P04,P04_10,00:07:07.960,00:07:18.110,slice pith from pepper
P04,P04_10,00:07:18.110,00:07:36.229,slice pepper
P04,P04_10,00:07:36.229,00:08:12.460,slice pepper into chunks
P04,P04_10,00:08:12.460,00:08:18.600,stir onions
P04,P04_10,00:08:18.600,00:08:26.000,put pepper into fridge
P04,P04_10,00:08:26.000,00:08:36.390,put pepper scraps in bin
P04,P04_10,00:08:36.390,00:08:40.450,stir onions
P04,P04_10,00:08:40.450,00:08:56.420,put peppers in pan
P04,P04_10,00:08:56.420,00:08:57.420,pick up celery
P04,P04_10,00:08:57.420,00:09:07.810,pull stalks off celery
P04,P04_10,00:09:07.810,00:09:09.399,chop ends off celery
P04,P04_10,00:09:09.399,00:09:20.290,put ends in bin
P04,P04_10,00:09:20.290,00:09:49.410,slice celery
P04,P04_10,00:09:49.410,00:09:55.390,put celery in pan
P04,P04_10,00:09:55.390,00:10:06.089,stir pan
P04,P04_10,00:10:06.089,00:10:27.490,pull stalks off celery
P04,P04_10,00:10:27.490,00:10:48.890,cut leaves off celery
P04,P04_10,00:10:48.890,00:11:01.700,slice celery
P04,P04_10,00:11:01.700,00:11:26.140,slice celery
P04,P04_10,00:11:26.140,00:11:50.580,open drawer
P04,P04_10,00:11:50.580,00:11:55.840,pick up bag
P04,P04_10,00:11:55.840,00:12:02.580,open bag
P04,P04_10,00:12:02.580,00:12:12.630,put celery in bag
P04,P04_10,00:12:12.630,00:12:29.100,close bag
P04,P04_10,00:12:29.100,00:12:34.910,put bag in freezer
P04,P04_10,00:12:34.910,00:12:35.910,stir pan
P04,P04_10,00:12:35.910,00:12:48.450,throw away bag
P04,P04_10,00:12:48.450,00:12:57.230,open cupboard
P04,P04_10,00:12:57.230,00:13:05.180,pick up stock cube
P04,P04_10,00:13:05.180,00:13:07.230,open stock cube
P04,P04_10,00:13:07.230,00:13:08.660,put in measuring jug
P04,P04_10,00:13:08.660,00:13:10.760,open stock cube
P04,P04_10,00:13:10.760,00:13:13.560,put in measuring jug
P04,P04_10,00:13:13.560,00:13:14.560,pick up kettle
P04,P04_10,00:13:14.560,00:13:23.860,fill up kettle
P04,P04_10,00:13:23.860,00:13:26.360,turn on kettle
P04,P04_10,00:13:26.360,00:13:31.870,stir pan
P04,P04_10,00:13:31.870,00:13:33.580,pick up wrappers
P04,P04_10,00:13:33.580,00:13:34.580,put in bin
P04,P04_10,00:13:34.580,00:13:44.290,open drawer
P04,P04_10,00:13:44.290,00:13:49.470,cut open chicken packet
P04,P04_10,00:13:49.470,00:13:50.600,pick up chicken thigh
P04,P04_10,00:13:50.600,00:15:14.019,cut chicken thigh into chunks
P04,P04_10,00:15:14.019,00:15:50.130,pick up chicken thigh
P04,P04_10,00:15:50.130,00:15:52.380,trim chicken thigh
P04,P04_10,00:15:52.380,00:16:00.440,cut chicken thigh into chunks
P04,P04_10,00:16:00.440,00:16:30.460,trim chicken thigh
P04,P04_10,00:16:30.460,00:16:31.460,cut chicken thigh into chunks
P04,P04_10,00:16:31.460,00:17:01.910,trim chicken thigh
P04,P04_10,00:17:01.910,00:17:32.929,look at time
P04,P04_10,00:17:32.929,00:18:01.370,cut chicken thigh into chunks
P04,P04_10,00:18:01.370,00:18:09.660,stir pan
P04,P04_10,00:18:09.660,00:18:16.179,pick up scissors
P04,P04_10,00:18:16.179,00:18:17.530,put chicken in food bin
P04,P04_10,00:18:17.530,00:18:24.380,peel lid off packet
P04,P04_10,00:18:24.380,00:18:27.220,put lid in bin
P04,P04_10,00:18:27.220,00:18:38.300,wash container
P04,P04_10,00:18:38.300,00:18:39.300,wash hands
P04,P04_10,00:18:39.300,00:18:46.920,dry hands
P04,P04_10,00:18:46.920,00:18:58.559,turn on kettle
P04,P04_11,00:00:03.500,00:00:04.500,stir pan
P04,P04_11,00:00:04.500,00:00:08.690,open fridge
P04,P04_11,00:00:08.690,00:00:13.350,open packet
P04,P04_11,00:00:13.350,00:00:20.340,pull out chorizo
P04,P04_11,00:00:20.340,00:00:23.070,cut chorizo
P04,P04_11,00:00:23.070,00:00:31.039,cut chorizo
P04,P04_11,00:00:31.039,00:00:37.910,put chorizo in packet
P04,P04_11,00:00:37.910,00:00:55.050,slice chorizo
P04,P04_11,00:00:55.050,00:01:46.000,still slicing chorizo
P04,P04_11,00:01:46.000,00:02:27.950,still slicing chorizo
P04,P04_11,00:02:27.950,00:02:43.629,stir pan
P04,P04_11,00:02:43.629,00:02:46.550,wash hands
P04,P04_11,00:02:46.550,00:02:47.550,pick up kettle
P04,P04_11,00:02:47.550,00:02:55.940,pour water
P04,P04_11,00:02:55.940,00:02:58.530,put down kettle
P04,P04_11,00:02:58.530,00:02:59.530,stir pan
P04,P04_11,00:02:59.530,00:03:04.190,pick up chorizo
P04,P04_11,00:03:04.190,00:03:07.510,cook chorizo
P04,P04_11,00:03:07.510,00:03:10.680,put chorizo in packet
P04,P04_11,00:03:10.680,00:03:19.430,slice chorizo
P04,P04_11,00:03:19.430,00:03:45.160,still slicing chorizo
P04,P04_11,00:03:45.160,00:03:46.160,stir pan
P04,P04_11,00:03:46.160,00:03:52.680,rinse rice measurer
P04,P04_11,00:03:52.680,00:03:59.610,dry hands
P04,P04_11,00:03:59.610,00:04:00.189,check time
P04,P04_12,00:00:01.630,00:00:03.799,put in food bin
P04,P04_12,00:00:03.799,00:00:06.150,pick up bag
P04,P04_12,00:00:06.150,00:00:14.010,put in food bin
P04,P04_12,00:00:14.010,00:00:23.300,close food bin
P04,P04_12,00:00:23.300,00:00:28.570,wash hands
P04,P04_12,00:00:28.570,00:00:38.480,dry hands
P04,P04_12,00:00:38.480,00:00:48.400,open drawer
P04,P04_12,00:00:48.400,00:00:50.640,pick up fork
P04,P04_12,00:00:50.640,00:00:51.680,mix stock
P04,P04_12,00:00:51.680,00:01:05.100,stir pan
P04,P04_12,00:01:05.100,00:01:18.520,open drawer
P04,P04_12,00:01:18.520,00:02:07.719,pick up spices
P04,P04_12,00:02:07.719,00:02:14.190,put down spices
P04,P04_12,00:02:14.190,00:02:15.670,pick up spice
P04,P04_12,00:02:15.670,00:02:34.980,put down spice
P04,P04_12,00:02:34.980,00:02:35.090,stir pan
P04,P04_13,00:00:02.629,00:00:05.140,put down rice
P04,P04_13,00:00:05.140,00:00:07.500,stir pan
P04,P04_13,00:00:07.500,00:00:09.860,open drawer
P04,P04_13,00:00:09.860,00:00:10.860,pick up spoon
P04,P04_13,00:00:10.860,00:00:15.340,open garlic powder
P04,P04_13,00:00:15.340,00:00:20.210,measure garlic powder
P04,P04_13,00:00:20.210,00:00:25.070,close garlic powder
P04,P04_13,00:00:25.070,00:00:27.519,open paprika
P04,P04_13,00:00:27.519,00:00:31.759,open drawer
P04,P04_13,00:00:31.759,00:00:38.140,pick up spoon
P04,P04_13,00:00:38.140,00:00:42.380,open paprika
P04,P04_13,00:00:42.380,00:00:46.630,measure paprika
P04,P04_13,00:00:46.630,00:00:53.010,pick up oregano
P04,P04_13,00:00:53.010,00:00:54.010,spoon oregano
P04,P04_13,00:00:54.010,00:01:07.150,pick up thyme
P04,P04_13,00:01:07.150,00:01:16.149,measure thyme
P04,P04_13,00:01:16.149,00:01:19.869,pick up cumin
P04,P04_13,00:01:19.869,00:01:26.189,pick cumin
P04,P04_13,00:01:26.189,00:01:28.409,pick up cayenne pepper
P04,P04_13,00:01:28.409,00:01:36.840,measure cayenne pepper
P04,P04_13,00:01:36.840,00:01:52.360,stir pan
P04,P04_13,00:01:52.360,00:01:59.850,put chorizo in pan
P04,P04_13,00:01:59.850,00:02:12.310,measure salt
P04,P04_13,00:02:12.310,00:02:24.780,grind pepper
P04,P04_13,00:02:24.780,00:02:41.330,stir pan
P04,P04_13,00:02:41.330,00:02:44.820,put chorizo in fridge
P04,P04_13,00:02:44.820,00:02:48.080,pick up rice
P04,P04_13,00:02:48.080,00:02:51.340,look at packet
P04,P04_13,00:02:51.340,00:02:59.350,look at cup
P04,P04_13,00:02:59.350,00:03:01.130,put down rice
P04,P04_13,00:03:01.130,00:03:08.700,dry cup
P04,P04_13,00:03:08.700,00:03:09.700,move spices
P04,P04_13,00:03:09.700,00:03:23.080,put away spice
P04,P04_13,00:03:23.080,00:03:32.260,stir pan
P04,P04_13,00:03:32.260,00:03:36.960,open rice
P04,P04_13,00:03:36.960,00:04:25.760,wipe counter
P04,P04_13,00:04:25.760,00:04:37.020,put crumbs in bin
P04,P04_13,00:04:37.020,00:04:47.910,open rice
P04,P04_13,00:04:47.910,00:04:58.790,spill rice
P04,P04_13,00:04:58.790,00:05:08.430,tip rice into cup
P04,P04_13,00:05:08.430,00:05:09.310,put rice back down
P04,P04_14,00:00:02.210,00:00:03.380,sweep rice
P04,P04_14,00:00:03.380,00:00:37.760,still sweeping rice
P04,P04_14,00:00:37.760,00:01:00.679,move around
P04,P04_14,00:01:00.679,00:01:04.559,sweep rice
P04,P04_14,00:01:04.559,00:01:11.340,move around
P04,P04_14,00:01:11.340,00:01:15.579,sweep rice
P04,P04_14,00:01:15.579,00:01:22.229,stand up
P04,P04_14,00:01:22.229,00:01:23.240,open bin
P04,P04_14,00:01:23.240,00:01:24.369,tip rice into bin
P04,P04_15,00:00:02.899,00:00:03.119,stir pan
P04,P04_16,00:00:01.520,00:00:02.520,open cupboard
P04,P04_16,00:00:02.520,00:00:03.520,pick up glass
P04,P04_16,00:00:03.520,00:00:04.520,close cupboard
P04,P04_16,00:00:04.520,00:00:05.520,turn on tap
P04,P04_16,00:00:05.520,00:00:06.520,fill up glass
P04,P04_16,00:00:06.520,00:00:11.059,turn off tap
P04,P04_16,00:00:11.059,00:00:14.199,drink water
P04,P04_16,00:00:14.199,00:00:15.920,put down glass
P04,P04_16,00:00:15.920,00:00:16.920,stir pan
P04,P04_16,00:00:16.920,00:00:36.960,pick up rice
P04,P04_16,00:00:36.960,00:00:40.730,put in pan
P04,P04_16,00:00:40.730,00:00:44.239,measure rice
P04,P04_16,00:00:44.239,00:00:48.300,put in wok
P04,P04_16,00:00:48.300,00:00:49.860,measure rice
P04,P04_16,00:00:49.860,00:00:58.489,put in wok
P04,P04_16,00:00:58.489,00:01:05.890,put down rice
P04,P04_16,00:01:05.890,00:01:13.060,stir pan
P04,P04_16,00:01:13.060,00:01:20.219,measure wine
P04,P04_16,00:01:20.219,00:01:24.340,open drawer
P04,P04_16,00:01:24.340,00:01:25.829,pick up clip
P04,P04_16,00:01:25.829,00:01:28.049,close rice bag
P04,P04_16,00:01:28.049,00:01:29.840,open cupboard
P04,P04_16,00:01:29.840,00:01:32.929,put away rice
P04,P04_16,00:01:32.929,00:01:54.270,stir rice into pan
P04,P04_16,00:01:54.270,00:01:55.270,mix stock
P04,P04_16,00:01:55.270,00:01:58.669,pour stock
P04,P04_16,00:01:58.669,00:02:02.419,mix stock
P04,P04_16,00:02:02.419,00:02:06.179,pour stock
P04,P04_16,00:02:06.179,00:02:09.050,scrape leftover stock out of jug
P04,P04_16,00:02:09.050,00:02:27.920,stir pan
P04,P04_16,00:02:27.920,00:02:30.420,put down spatula
P04,P04_16,00:02:30.420,00:02:31.420,open bouquet garni
P04,P04_16,00:02:31.420,00:02:33.140,put bouquet garni in pan
P04,P04_16,00:02:33.140,00:02:46.560,close bouquet garni
P04,P04_16,00:02:46.560,00:02:49.660,put away bouquet garni
P04,P04_16,00:02:49.660,00:02:52.110,open drawer
P04,P04_16,00:02:52.110,00:02:55.800,pick up spoon
P04,P04_16,00:02:55.800,00:03:02.980,taste liquid
P04,P04_16,00:03:02.980,00:03:05.490,put down spoon
P04,P04_16,00:03:05.490,00:03:06.950,pick up pepper
P04,P04_16,00:03:06.950,00:03:15.830,grind pepper
P04,P04_16,00:03:15.830,00:03:17.880,put down pepper
P04,P04_16,00:03:17.880,00:03:19.770,drink water
P04,P04_17,00:00:02.379,00:00:03.379,pick up water
P04,P04_17,00:00:03.379,00:00:06.319,drink water
P04,P04_17,00:00:06.319,00:00:14.490,stir pan
P04,P04_17,00:00:14.490,00:00:37.640,pour water into pan
P04,P04_17,00:00:37.640,00:00:58.760,fill up water
P04,P04_17,00:00:58.760,00:01:06.110,stir pan
P04,P04_17,00:01:06.110,00:01:13.929,test rice
P04,P04_17,00:01:13.929,00:01:21.750,test rice
P04,P04_17,00:01:21.750,00:01:22.789,pour water into pan
P04,P04_17,00:01:22.789,00:01:32.060,fill up water
P04,P04_17,00:01:32.060,00:01:44.429,pour water into pan
P04,P04_17,00:01:44.429,00:01:47.909,fill up water
P04,P04_17,00:01:47.909,00:01:48.909,pour water into pan
P04,P04_17,00:01:48.909,00:01:51.840,drink water
P04,P04_17,00:01:51.840,00:01:56.779,fill up water
P04,P04_17,00:01:56.779,00:01:57.779,put down water
P04,P04_17,00:01:57.779,00:01:59.630,put spoon in dishwasher
P04,P04_17,00:01:59.630,00:02:01.459,pick up knife
P04,P04_17,00:02:01.459,00:02:02.459,wash up knife
P04,P04_17,00:02:02.459,00:02:15.770,turn off tap
P04,P04_17,00:02:15.770,00:02:24.990,dry knife
P04,P04_17,00:02:24.990,00:02:25.530,put knife in holder
P04,P04_18,00:00:04.470,00:00:05.870,pick up pepper
P04,P04_18,00:00:05.870,00:00:07.130,pick up cutlery
P04,P04_18,00:00:07.130,00:00:09.810,pick up chopping board
P04,P04_18,00:00:09.810,00:00:14.390,scrape rice on chopping board into bin
P04,P04_18,00:00:14.390,00:00:16.250,open dishwasher
P04,P04_18,00:00:16.250,00:00:23.099,put chopping board in dishwasher
P04,P04_18,00:00:23.099,00:00:25.380,put down chopping board
P04,P04_18,00:00:25.380,00:00:26.380,pick up measuring jug
P04,P04_18,00:00:26.380,00:00:28.850,put measuring jug in dishwasher
P04,P04_18,00:00:28.850,00:00:31.930,close dishwasher
P04,P04_18,00:00:31.930,00:00:34.430,pick up chopping board
P04,P04_18,00:00:34.430,00:00:35.430,wash chopping board
P04,P04_18,00:00:35.430,00:01:22.070,still washing chopping board
P04,P04_18,00:01:22.070,00:01:25.760,turn off tap
P04,P04_18,00:01:25.760,00:01:34.530,dry chopping board
P04,P04_18,00:01:34.530,00:01:35.530,put down towel
P04,P04_18,00:01:35.530,00:01:36.530,open cupboard
P04,P04_18,00:01:36.530,00:01:37.550,put away chopping board
P04,P04_18,00:01:37.550,00:01:43.200,open freezer
P04,P04_18,00:01:43.200,00:01:45.990,pull out beef
P04,P04_18,00:01:45.990,00:01:48.720,put down beef
P04,P04_18,00:01:48.720,00:01:49.720,close freezer
P04,P04_18,00:01:49.720,00:01:52.140,drink water
P04,P04_18,00:01:52.140,00:01:53.600,put down water
P04,P04_18,00:01:53.600,00:01:54.600,stir pan
P04,P04_18,00:01:54.600,00:02:04.170,turn down hob
P04,P04_19,00:00:02.189,00:00:03.189,pick up water
P04,P04_19,00:00:03.189,00:00:04.399,drink water
P04,P04_19,00:00:04.399,00:00:06.100,put down water
P04,P04_19,00:00:06.100,00:00:13.499,stir pan
P04,P04_19,00:00:13.499,00:00:14.279,turn up hot
P04,P04_20,00:00:02.939,00:00:03.939,open cupboard
P04,P04_20,00:00:03.939,00:00:05.390,pick up plates
P04,P04_20,00:00:05.390,00:00:07.830,put down plate
P04,P04_20,00:00:07.830,00:00:10.519,check pan
P04,P04_20,00:00:10.519,00:00:17.490,turn off hob
P04,P04_20,00:00:17.490,00:00:22.140,open drawer
P04,P04_20,00:00:22.140,00:00:23.140,pick up spoon
P04,P04_20,00:00:23.140,00:00:28.660,serve jambalaya
P04,P04_20,00:00:28.660,00:00:50.739,spoon food onto plate
P04,P04_20,00:00:50.739,00:01:12.380,still serving food
P04,P04_20,00:01:12.380,00:01:26.810,open drawer
P04,P04_20,00:01:26.810,00:01:29.210,pick up fork
P04,P04_20,00:01:29.210,00:01:30.360,put down fork
P04,P04_21,00:00:02.870,00:00:03.870,open cupboard
P04,P04_21,00:00:03.870,00:00:05.950,pick up tupperware
P04,P04_21,00:00:05.950,00:00:16.270,put down tupperware
P04,P04_21,00:00:16.270,00:00:41.530,put leftover food in tupperware
P04,P04_21,00:00:41.530,00:00:42.530,pick up pan
P04,P04_21,00:00:42.530,00:01:19.750,pour food into tupperware
P04,P04_21,00:01:19.750,00:01:21.300,put tupperware in fridge
P04,P04_21,00:01:21.300,00:01:33.140,close fridge
P04,P04_21,00:01:33.140,00:01:35.040,pick up cutlery
P04,P04_21,00:01:35.040,00:01:43.430,put in dishwasher
P04,P04_21,00:01:43.430,00:01:44.430,pick up spoon
P04,P04_21,00:01:44.430,00:01:45.460,put in dishwasher
P04,P04_21,00:01:45.460,00:01:48.040,spread leftover food in food bin
P04,P04_21,00:01:48.040,00:01:53.960,put spoon in dishwasher
P04,P04_21,00:01:53.960,00:01:58.390,pick up pan
P04,P04_21,00:01:58.390,00:02:02.820,put down pan
P04,P04_21,00:02:02.820,00:02:05.460,get kitchen roll
P04,P04_21,00:02:05.460,00:02:26.959,clean up
P04,P04_21,00:02:26.959,00:02:42.829,put kitchen roll in bin
P04,P04_21,00:02:42.829,00:02:43.829,put leftover food in bin
P04,P04_21,00:02:43.829,00:02:50.760,put plate in dishwasher
P04,P04_21,00:02:50.760,00:02:55.739,close dishwasher
P04,P04_21,00:02:55.739,00:03:03.010,put tablet in dishwasher
P04,P04_21,00:03:03.010,00:03:10.219,turn dishwasher on
P04,P04_22,00:00:01.879,00:00:02.909,put down paper
P04,P04_22,00:00:02.909,00:00:03.909,pick up wok
P04,P04_22,00:00:03.909,00:00:09.440,open cupboard
P04,P04_22,00:00:09.440,00:00:10.690,look in dishwasher
P04,P04_22,00:00:10.690,00:00:13.320,pick up pan
P04,P04_22,00:00:13.320,00:00:14.849,pick up spatula
P04,P04_22,00:00:14.849,00:00:18.199,put in dishwasher
P04,P04_22,00:00:18.199,00:00:21.810,dry pan
P04,P04_22,00:00:21.810,00:00:22.810,put pan on hob
P04,P04_22,00:00:22.810,00:00:30.829,turn on hob
P04,P04_22,00:00:30.829,00:00:38.570,open spice drawer
P04,P04_22,00:00:38.570,00:00:51.300,pick up spices
P04,P04_22,00:00:51.300,00:01:24.490,keep looking for spices
P04,P04_22,00:01:24.490,00:01:30.750,put down spice
P04,P04_22,00:01:30.750,00:01:49.630,read paper
P04,P04_22,00:01:49.630,00:01:50.630,open drawer
P04,P04_22,00:01:50.630,00:01:56.299,pick up measuring spoons
P04,P04_22,00:01:56.299,00:01:57.299,look for spoon in dishwasher
P04,P04_22,00:01:57.299,00:01:58.299,pick up spoon
P04,P04_22,00:01:58.299,00:02:07.670,open packet
P04,P04_22,00:02:07.670,00:02:16.780,measure coriander seeds
P04,P04_22,00:02:16.780,00:02:40.220,measure cumin seeds
P04,P04_23,00:00:05.150,00:00:06.150,open cupboard
P04,P04_23,00:00:06.150,00:00:11.970,pick up slow cooker
P04,P04_23,00:00:11.970,00:00:27.800,look for pestle and mortar
P04,P04_23,00:00:27.800,00:00:28.800,pick up pestle and mortar
P04,P04_23,00:00:28.800,00:00:32.400,open box
P04,P04_23,00:00:32.400,00:00:38.110,put down box
P04,P04_23,00:00:38.110,00:00:50.570,put down pestle and mortar
P04,P04_23,00:00:50.570,00:00:56.750,measure spice
P04,P04_23,00:00:56.750,00:01:08.240,put spice in pan
P04,P04_23,00:01:08.240,00:01:21.050,put peppercorns in pan
P04,P04_23,00:01:21.050,00:01:22.050,put away spices
P04,P04_23,00:01:22.050,00:01:47.160,open cupboard
P04,P04_23,00:01:47.160,00:02:01.680,pick up onion
P04,P04_23,00:02:01.680,00:02:03.520,pick up garlic
P04,P04_23,00:02:03.520,00:02:06.600,close cupboard
P04,P04_23,00:02:06.600,00:02:09.679,open cupboard
P04,P04_23,00:02:09.679,00:02:13.620,pick up chopping board
P04,P04_23,00:02:13.620,00:02:17.880,put down chopping board
P04,P04_23,00:02:17.880,00:02:23.189,put down onion and garlic
P04,P04_23,00:02:23.189,00:02:26.389,pick up knife
P04,P04_23,00:02:26.389,00:02:54.299,slice up onion
P04,P04_23,00:02:54.299,00:02:55.299,open dishwasher
P04,P04_23,00:02:55.299,00:02:56.299,pick up spatula
P04,P04_23,00:02:56.299,00:02:57.299,stir pan
P04,P04_23,00:02:57.299,00:02:58.299,slice onion
P04,P04_23,00:02:58.299,00:02:59.299,slice ends off onion
P04,P04_23,00:02:59.299,00:03:00.299,peel onion
P04,P04_23,00:03:00.299,00:03:01.299,throw onion skins in bin
P04,P04_23,00:03:01.299,00:03:13.120,dice onion
P04,P04_23,00:03:13.120,00:03:25.159,measure onion
P04,P04_23,00:03:25.159,00:03:37.200,dice onion
P04,P04_23,00:03:37.200,00:03:56.699,put onion in bin
P04,P04_23,00:03:56.699,00:03:57.699,stir spices
P04,P04_23,00:03:57.699,00:04:14.400,put onion in pestle and mortar
P04,P04_23,00:04:14.400,00:04:15.400,peel garlic
P04,P04_23,00:04:15.400,00:04:26.610,stir the pan
P04,P04_23,00:04:26.610,00:04:44.010,peel garlic
P04,P04_23,00:04:44.010,00:05:36.200,pour spices into pestle and mortar
P04,P04_23,00:05:36.200,00:05:57.680,dice garlic
P04,P04_23,00:05:57.680,00:05:58.680,slice garlic
P04,P04_23,00:05:58.680,00:05:59.680,chop dice garlic
P04,P04_23,00:05:59.680,00:06:36.669,pour pan into pestle and mortar
P04,P04_23,00:06:36.669,00:06:41.940,open fridge
P04,P04_23,00:06:41.940,00:06:57.460,pick up galangal
P04,P04_23,00:06:57.460,00:07:12.990,pick up lemongrass
P04,P04_23,00:07:12.990,00:07:28.520,pick up chillies
P04,P04_23,00:07:28.520,00:07:30.889,open packet
P04,P04_23,00:07:30.889,00:07:37.639,pour out lemongrass
P04,P04_23,00:07:37.639,00:07:44.460,chop ends off lemongrass
P04,P04_23,00:07:44.460,00:07:48.969,peel lemongrass
P04,P04_23,00:07:48.969,00:07:56.479,put ends in bin
P04,P04_23,00:07:56.479,00:07:57.479,slice lemongrass
P04,P04_23,00:07:57.479,00:08:16.159,put lemongrass in pestle and mortar
P04,P04_23,00:08:16.159,00:08:17.159,open cupboard
P04,P04_23,00:08:17.159,00:08:25.770,look for something
P04,P04_23,00:08:25.770,00:08:42.630,pick up shrimp paste
P04,P04_23,00:08:42.630,00:08:50.250,open shrimp paste
